,PSA-HM1-BAYTB-hist.txt,PSA-HM1-BAYTC-hist.txt,PSA-HM1-BAYTG-hist.txt,PSA-HM1-BAYTH-hist.txt,PSA-HP1-BAYTB-hist.txt,PSA-HP1-BAYTC-hist.txt,PSA-HP1-BAYTG-hist.txt,PSA-HP1-BAYTH-hist.txt,PSA-HS2-BAYTB-hist.txt,PSA-HS2-BAYTC-hist.txt,PSA-HS2-BAYTG-hist.txt,PSA-HS2-BAYTH-hist.txt,alpha3-BAYTB-hist.txt,alpha3-BAYTC-hist.txt,alpha3-BAYTG-hist.txt,alpha3-BAYTH-hist.txt,phix-BAYTB-hist.txt,phix-BAYTC-hist.txt,phix-BAYTG-hist.txt,phix-BAYTH-hist.txt
943,20.0,231.0,27.0,115.0,1.0,16.0,,8.0,2.0,64.0,4.0,29.0,,,,,,,,1.0
944,15.0,250.0,26.0,122.0,,16.0,2.0,8.0,4.0,66.0,4.0,19.0,,,,,,,,6.0
945,12.0,225.0,25.0,134.0,2.0,18.0,,2.0,1.0,62.0,2.0,19.0,,,,,,,,
946,12.0,209.0,25.0,133.0,,23.0,1.0,7.0,2.0,47.0,1.0,23.0,,,,,,,,2.0
947,6.0,215.0,18.0,105.0,1.0,13.0,,8.0,3.0,48.0,6.0,22.0,,1.0,,,,,,1.0
948,14.0,228.0,23.0,134.0,1.0,23.0,,8.0,6.0,53.0,3.0,16.0,,,,,,,,1.0
949,13.0,221.0,14.0,103.0,2.0,17.0,4.0,8.0,1.0,62.0,6.0,18.0,,,,,,2.0,,3.0
950,11.0,208.0,10.0,115.0,2.0,19.0,,4.0,4.0,51.0,2.0,19.0,,,,,,,,
951,12.0,242.0,12.0,126.0,1.0,19.0,2.0,9.0,,61.0,3.0,25.0,,1.0,,,,,,1.0
952,11.0,198.0,19.0,110.0,1.0,21.0,,5.0,4.0,53.0,2.0,16.0,,,,,,,,2.0
953,15.0,229.0,25.0,94.0,1.0,16.0,1.0,5.0,4.0,40.0,4.0,20.0,,1.0,,1.0,,,,1.0
954,12.0,192.0,18.0,119.0,2.0,16.0,1.0,7.0,4.0,40.0,3.0,18.0,,,,,,,,1.0
955,6.0,194.0,34.0,88.0,2.0,15.0,2.0,5.0,5.0,48.0,3.0,22.0,,,,,,1.0,,2.0
956,10.0,201.0,16.0,98.0,3.0,19.0,2.0,6.0,1.0,48.0,7.0,20.0,,,,,,,,1.0
957,13.0,210.0,16.0,98.0,,23.0,2.0,9.0,2.0,48.0,2.0,18.0,,1.0,,,,,,1.0
958,13.0,197.0,21.0,115.0,,14.0,,4.0,3.0,38.0,8.0,25.0,,,,,,,,1.0
959,13.0,200.0,18.0,105.0,1.0,9.0,1.0,9.0,1.0,40.0,5.0,20.0,,,,,,,,3.0
960,16.0,214.0,14.0,110.0,2.0,18.0,1.0,6.0,3.0,53.0,3.0,17.0,,,,1.0,,,,1.0
961,11.0,177.0,16.0,103.0,,18.0,,5.0,2.0,38.0,4.0,22.0,,1.0,,,,,,1.0
962,10.0,193.0,21.0,82.0,,15.0,1.0,6.0,1.0,42.0,1.0,23.0,,,,,,,,
963,6.0,197.0,22.0,114.0,,12.0,,7.0,1.0,47.0,3.0,21.0,,,,,,,,1.0
964,15.0,176.0,15.0,103.0,,16.0,,3.0,4.0,33.0,3.0,20.0,,,,,,,,2.0
965,11.0,195.0,10.0,90.0,,13.0,1.0,6.0,1.0,53.0,1.0,18.0,,,,,,,,1.0
966,12.0,173.0,19.0,96.0,,10.0,3.0,8.0,7.0,43.0,4.0,21.0,,,,1.0,,,,2.0
967,5.0,202.0,21.0,81.0,,10.0,,5.0,,48.0,1.0,17.0,,,,,,,,2.0
968,8.0,173.0,13.0,80.0,,10.0,1.0,9.0,5.0,39.0,1.0,17.0,,,,,,,,
969,11.0,193.0,16.0,76.0,2.0,11.0,,6.0,1.0,40.0,4.0,9.0,,1.0,,,,,,3.0
970,7.0,166.0,19.0,90.0,,16.0,,3.0,3.0,34.0,2.0,20.0,,,,1.0,,,,1.0
971,7.0,159.0,21.0,104.0,1.0,14.0,1.0,4.0,2.0,33.0,3.0,18.0,,,,,,,,1.0
972,9.0,178.0,24.0,94.0,,17.0,,7.0,1.0,45.0,2.0,20.0,,,,,,1.0,,
973,6.0,180.0,15.0,89.0,,16.0,1.0,3.0,2.0,38.0,3.0,13.0,,,,,,,,1.0
974,10.0,169.0,17.0,79.0,,9.0,1.0,3.0,5.0,34.0,2.0,12.0,,,,,,,,1.0
975,7.0,137.0,14.0,81.0,1.0,15.0,1.0,5.0,2.0,31.0,8.0,13.0,,,,,,,,1.0
976,13.0,171.0,14.0,94.0,1.0,9.0,2.0,9.0,,34.0,2.0,16.0,,,,,,,,
977,10.0,173.0,22.0,86.0,,15.0,1.0,5.0,2.0,37.0,1.0,19.0,,1.0,,,,,,
978,10.0,168.0,15.0,94.0,,15.0,2.0,4.0,3.0,35.0,4.0,10.0,,,,,,,,1.0
979,8.0,161.0,9.0,91.0,,23.0,,5.0,2.0,29.0,1.0,20.0,,,,,,,,2.0
980,12.0,158.0,26.0,71.0,1.0,10.0,,6.0,,31.0,4.0,17.0,,,,,,,,1.0
981,9.0,167.0,10.0,93.0,2.0,13.0,1.0,7.0,1.0,52.0,2.0,17.0,,,,,,,,1.0
982,9.0,161.0,13.0,82.0,,17.0,,7.0,1.0,43.0,1.0,13.0,,,,,,,,
983,6.0,164.0,14.0,82.0,,6.0,3.0,1.0,3.0,34.0,4.0,13.0,,,,,,,,
984,10.0,156.0,20.0,82.0,1.0,10.0,2.0,5.0,1.0,33.0,1.0,11.0,,,,1.0,,,,2.0
985,8.0,147.0,16.0,70.0,,10.0,4.0,6.0,3.0,30.0,2.0,11.0,,,,,,,,
986,12.0,149.0,13.0,83.0,,12.0,,2.0,1.0,41.0,3.0,10.0,,,,,,,,2.0
987,12.0,145.0,11.0,94.0,,10.0,,2.0,2.0,34.0,4.0,24.0,,,,,,,,2.0
988,6.0,163.0,12.0,69.0,,11.0,2.0,4.0,1.0,28.0,2.0,20.0,,1.0,,,,,,
989,6.0,155.0,13.0,78.0,,8.0,,6.0,,39.0,,14.0,,,,,,,,1.0
990,9.0,151.0,10.0,68.0,,7.0,,6.0,,24.0,3.0,24.0,,,,,,,,
991,10.0,133.0,10.0,70.0,3.0,9.0,,4.0,1.0,32.0,7.0,14.0,,,,,,,,2.0
992,6.0,152.0,18.0,61.0,3.0,12.0,1.0,6.0,2.0,41.0,2.0,11.0,,,,,,,,
993,5.0,141.0,12.0,86.0,,13.0,,3.0,1.0,30.0,4.0,13.0,,,,,,,,
994,12.0,148.0,5.0,55.0,,12.0,,3.0,2.0,40.0,3.0,10.0,,2.0,,,,,,1.0
995,4.0,134.0,21.0,70.0,,10.0,,4.0,3.0,32.0,2.0,13.0,,,,,,,,3.0
996,10.0,126.0,13.0,78.0,1.0,7.0,2.0,2.0,2.0,23.0,1.0,10.0,,,,,,,,
997,12.0,138.0,7.0,49.0,,17.0,3.0,5.0,5.0,28.0,4.0,15.0,,,,,,,,1.0
998,7.0,112.0,19.0,80.0,,11.0,1.0,1.0,4.0,25.0,8.0,17.0,,,,,,,,
999,7.0,129.0,14.0,68.0,1.0,11.0,1.0,11.0,1.0,28.0,2.0,11.0,,,,,,,,
1000,12.0,141.0,7.0,73.0,2.0,11.0,1.0,8.0,3.0,37.0,4.0,10.0,,,,,,,,
1001,12.0,129.0,11.0,47.0,,3.0,,1.0,2.0,41.0,3.0,8.0,,,,,,,,1.0
1002,9.0,129.0,9.0,53.0,,7.0,,1.0,2.0,28.0,3.0,8.0,,1.0,,,,,,
1003,8.0,136.0,14.0,52.0,1.0,15.0,1.0,3.0,1.0,23.0,2.0,10.0,,,,,,,,
1004,8.0,105.0,14.0,57.0,1.0,15.0,2.0,2.0,,22.0,3.0,12.0,,,,,,,,
1005,5.0,113.0,12.0,65.0,2.0,4.0,,3.0,1.0,28.0,2.0,17.0,,,,,,1.0,,1.0
1006,9.0,102.0,9.0,62.0,1.0,12.0,,1.0,,34.0,2.0,15.0,,,,,,,,2.0
1007,2.0,108.0,12.0,67.0,2.0,6.0,3.0,2.0,1.0,28.0,3.0,9.0,,,,,,,,
1008,2.0,105.0,19.0,68.0,,5.0,1.0,4.0,,24.0,2.0,10.0,,,,,,,,
1009,3.0,122.0,13.0,56.0,,14.0,,6.0,,30.0,4.0,15.0,,,,,,,,
1010,7.0,109.0,11.0,50.0,,8.0,1.0,1.0,1.0,31.0,2.0,11.0,,1.0,,,,,,1.0
1011,6.0,111.0,8.0,65.0,1.0,8.0,,4.0,,33.0,3.0,16.0,,,,,,,,1.0
1012,9.0,105.0,6.0,67.0,,8.0,3.0,1.0,1.0,31.0,3.0,10.0,,,,,,,,
1013,9.0,107.0,16.0,37.0,,12.0,1.0,4.0,1.0,28.0,1.0,8.0,,,,,,,,
1014,12.0,97.0,8.0,43.0,,9.0,,2.0,1.0,24.0,2.0,10.0,,,,,,,,1.0
1015,2.0,92.0,10.0,47.0,,5.0,,2.0,4.0,26.0,2.0,9.0,,,,1.0,,,,
1016,3.0,101.0,9.0,51.0,,7.0,,4.0,2.0,27.0,2.0,1.0,,,,,,,,3.0
1017,8.0,109.0,6.0,50.0,1.0,6.0,1.0,5.0,1.0,42.0,1.0,14.0,,,,,,,,
1018,4.0,108.0,14.0,49.0,2.0,8.0,2.0,5.0,2.0,23.0,2.0,12.0,,,,,,,,
1019,4.0,94.0,17.0,50.0,,8.0,,3.0,,22.0,2.0,6.0,,,,,,,,
1020,5.0,82.0,11.0,60.0,,7.0,,4.0,2.0,22.0,1.0,6.0,,,,,,,,
1021,7.0,99.0,4.0,58.0,,10.0,,3.0,1.0,20.0,,11.0,,,,,,,,
1022,3.0,111.0,6.0,50.0,,15.0,,3.0,4.0,17.0,1.0,6.0,,,,,,,,
1023,3.0,80.0,17.0,45.0,,6.0,1.0,2.0,,23.0,3.0,5.0,,,,,,,,
1024,8.0,88.0,8.0,43.0,,14.0,1.0,1.0,3.0,18.0,3.0,9.0,,,,,,,,1.0
1025,7.0,91.0,9.0,50.0,3.0,7.0,,2.0,,22.0,2.0,8.0,,1.0,,,,,,1.0
1026,3.0,84.0,13.0,40.0,,10.0,1.0,4.0,,16.0,1.0,3.0,,,,,,,,
1027,4.0,87.0,14.0,40.0,1.0,10.0,,2.0,3.0,14.0,1.0,5.0,,,,,,1.0,,
1028,2.0,84.0,6.0,34.0,1.0,12.0,1.0,2.0,,21.0,4.0,13.0,,,,1.0,,,1.0,
1029,4.0,79.0,14.0,41.0,1.0,3.0,,3.0,5.0,33.0,2.0,6.0,,,,,,,,
1030,9.0,110.0,10.0,43.0,1.0,6.0,,4.0,,21.0,,8.0,,,,,,,,
1031,4.0,91.0,16.0,48.0,,11.0,2.0,1.0,1.0,20.0,2.0,11.0,,,,,,,,
1032,9.0,76.0,7.0,31.0,,4.0,,1.0,1.0,22.0,1.0,11.0,,,,,,,,
1033,8.0,94.0,5.0,45.0,1.0,13.0,1.0,2.0,,20.0,,8.0,,,,,,,,1.0
1034,4.0,72.0,13.0,36.0,,8.0,,1.0,1.0,24.0,,7.0,,,,,,,,1.0
1035,9.0,65.0,10.0,43.0,,6.0,2.0,2.0,1.0,19.0,,7.0,,,,,,,,
1036,3.0,83.0,8.0,43.0,,4.0,,2.0,3.0,27.0,4.0,4.0,,,,,,,,1.0
1037,7.0,74.0,14.0,39.0,1.0,2.0,,2.0,2.0,22.0,,9.0,,,,,,,,
1038,7.0,72.0,9.0,40.0,,8.0,,4.0,,10.0,2.0,5.0,,,,,,,,
1039,5.0,92.0,4.0,45.0,1.0,3.0,1.0,2.0,,25.0,1.0,9.0,,,,,,,,1.0
1040,4.0,67.0,5.0,37.0,,7.0,,1.0,1.0,14.0,1.0,4.0,,,,,,,,1.0
1041,4.0,65.0,10.0,34.0,,8.0,1.0,3.0,1.0,15.0,1.0,5.0,,,,,,,,
1042,5.0,57.0,7.0,32.0,,7.0,,,1.0,14.0,3.0,7.0,,,,,,,,
1043,1.0,57.0,8.0,39.0,,8.0,,1.0,,15.0,1.0,7.0,,,,,,,,
1044,2.0,76.0,8.0,34.0,,2.0,,6.0,3.0,10.0,2.0,4.0,,,,,,,,
1045,5.0,74.0,14.0,44.0,1.0,5.0,,,1.0,23.0,,5.0,,,,,,,,
1046,6.0,73.0,6.0,39.0,,5.0,,,2.0,16.0,6.0,6.0,,,,,,,,
1047,8.0,59.0,9.0,21.0,,8.0,1.0,,,18.0,5.0,5.0,,,,,,,,1.0
1048,6.0,60.0,2.0,28.0,,4.0,1.0,3.0,2.0,23.0,,7.0,,1.0,,,,,,1.0
1049,6.0,67.0,6.0,36.0,1.0,3.0,1.0,3.0,,12.0,1.0,9.0,,,,,,,,
1050,2.0,50.0,5.0,33.0,,1.0,,2.0,1.0,27.0,2.0,5.0,,,,,,,,
1051,5.0,65.0,9.0,32.0,1.0,3.0,,1.0,2.0,20.0,1.0,3.0,,,,,,,,1.0
1052,6.0,72.0,10.0,26.0,,3.0,1.0,4.0,1.0,17.0,2.0,5.0,,,,,,,,1.0
1053,,68.0,6.0,30.0,,6.0,,1.0,,16.0,2.0,10.0,,,,,,,,
1054,1.0,65.0,8.0,31.0,,8.0,,1.0,,17.0,2.0,3.0,,1.0,,,,,,1.0
1055,7.0,56.0,5.0,32.0,,6.0,,2.0,,14.0,,9.0,,,,,,,,
1056,4.0,45.0,3.0,28.0,,5.0,,1.0,1.0,15.0,1.0,7.0,,,,,,,,
1057,4.0,60.0,8.0,34.0,,4.0,,2.0,,13.0,2.0,5.0,,,,,,,,
1058,5.0,57.0,9.0,36.0,,4.0,1.0,2.0,,11.0,3.0,2.0,,,,,,,,
1059,10.0,51.0,10.0,15.0,,7.0,1.0,,1.0,18.0,,4.0,,1.0,,,,,,
1060,2.0,57.0,7.0,25.0,,6.0,,5.0,1.0,15.0,1.0,6.0,,,,,,,,
1061,4.0,57.0,7.0,30.0,,6.0,,,3.0,18.0,,8.0,,,,,,,,
1062,3.0,52.0,8.0,27.0,,3.0,,2.0,,16.0,1.0,8.0,,,,,,1.0,,
1063,4.0,39.0,3.0,33.0,,1.0,1.0,1.0,2.0,14.0,3.0,4.0,,,,,,,,
1064,6.0,52.0,4.0,19.0,,5.0,,4.0,2.0,14.0,1.0,5.0,,,,,,,,
1065,2.0,58.0,5.0,21.0,1.0,5.0,,,,17.0,1.0,4.0,,,,,,,,
1066,4.0,47.0,6.0,33.0,1.0,3.0,1.0,1.0,,9.0,1.0,4.0,,,,,,,,
1067,7.0,49.0,6.0,23.0,,2.0,,2.0,1.0,11.0,1.0,4.0,,,,,,,,1.0
1068,4.0,41.0,7.0,23.0,,3.0,,2.0,,8.0,1.0,2.0,,,,,,,,1.0
1069,1.0,60.0,3.0,29.0,1.0,3.0,1.0,1.0,1.0,14.0,,9.0,,,,,,,,
1070,1.0,42.0,14.0,17.0,,6.0,,1.0,,14.0,1.0,3.0,,,,,,,,
1071,5.0,57.0,2.0,19.0,1.0,,3.0,,3.0,10.0,2.0,3.0,,,,,,,,
1072,6.0,40.0,8.0,36.0,,3.0,1.0,1.0,,11.0,3.0,6.0,,,,,,,,
1073,3.0,43.0,10.0,16.0,,3.0,,3.0,,10.0,,10.0,,,,,,,,
1074,4.0,38.0,8.0,25.0,,4.0,,2.0,1.0,10.0,4.0,2.0,,,,,,,,
1075,5.0,35.0,6.0,19.0,,6.0,,2.0,,6.0,,3.0,,,,,,,,
1076,1.0,40.0,5.0,28.0,,4.0,,2.0,,8.0,2.0,4.0,,,,,,,,
1077,3.0,54.0,8.0,24.0,,1.0,,4.0,2.0,10.0,1.0,2.0,,,,,,,,
1078,4.0,51.0,7.0,15.0,1.0,3.0,,2.0,1.0,9.0,1.0,5.0,,,,,,,,
1079,5.0,46.0,3.0,31.0,,9.0,1.0,1.0,,11.0,1.0,4.0,,,,,,,,
1080,2.0,34.0,5.0,8.0,,3.0,,3.0,,17.0,1.0,6.0,,,,,,,,
1081,5.0,37.0,8.0,16.0,,2.0,1.0,2.0,1.0,7.0,,5.0,,,,,,,,
1082,3.0,52.0,4.0,18.0,,1.0,,3.0,2.0,17.0,2.0,3.0,,,,,,,,
1083,1.0,32.0,3.0,19.0,,3.0,,1.0,1.0,11.0,1.0,3.0,,,,,,,,
1084,4.0,33.0,4.0,29.0,,2.0,1.0,1.0,1.0,5.0,1.0,7.0,,,,,,,,
1085,2.0,51.0,8.0,20.0,,8.0,,1.0,,11.0,3.0,5.0,,1.0,,,,,,
1086,4.0,47.0,8.0,24.0,,2.0,,2.0,,9.0,,2.0,,,,,,,,
1087,2.0,32.0,4.0,15.0,,6.0,1.0,,,14.0,1.0,4.0,,,,,,,,
1088,2.0,31.0,7.0,21.0,,2.0,,,,9.0,,6.0,,,,,,,,1.0
1089,2.0,33.0,7.0,20.0,,4.0,,1.0,2.0,3.0,,4.0,,,,,,,,
1090,5.0,20.0,1.0,14.0,,3.0,2.0,1.0,2.0,6.0,,4.0,,,,,,,,
1091,3.0,36.0,6.0,17.0,,2.0,,1.0,2.0,8.0,1.0,3.0,,,,,,,,1.0
1092,1.0,43.0,6.0,12.0,1.0,6.0,,,,18.0,,3.0,,,,,,,,
1093,1.0,35.0,4.0,20.0,,4.0,,,,6.0,2.0,3.0,,,,,,,,
1094,5.0,39.0,5.0,24.0,1.0,4.0,,2.0,2.0,8.0,1.0,4.0,,,,,,,,
1095,1.0,42.0,8.0,21.0,,4.0,,3.0,,8.0,1.0,2.0,,,,,,,,
1096,4.0,28.0,5.0,12.0,,1.0,,2.0,,1.0,2.0,4.0,,,,,,,,
1097,1.0,43.0,5.0,23.0,1.0,1.0,,1.0,1.0,8.0,1.0,3.0,,,,,,,,
1098,1.0,32.0,4.0,19.0,,,,,1.0,2.0,3.0,2.0,,,,,,,,1.0
1099,3.0,27.0,4.0,23.0,,4.0,,,,8.0,1.0,2.0,,,,,,,,
1100,2.0,27.0,3.0,22.0,,5.0,,,,12.0,,1.0,,,,,,,,
1101,2.0,34.0,2.0,11.0,,4.0,1.0,2.0,1.0,5.0,1.0,2.0,,,,,,,,
1102,2.0,31.0,2.0,10.0,1.0,1.0,,2.0,,7.0,,4.0,,,,,,,,
1103,3.0,24.0,5.0,25.0,,5.0,,1.0,,5.0,1.0,3.0,,,,,,,,
1104,3.0,35.0,4.0,21.0,,2.0,,,1.0,5.0,,7.0,,,,,,,,
1105,3.0,32.0,3.0,15.0,,,1.0,,,4.0,,,,,,,,,,
1106,4.0,31.0,2.0,22.0,,1.0,,2.0,1.0,3.0,1.0,3.0,,,,,,,,
1107,,28.0,3.0,18.0,,1.0,,2.0,,8.0,2.0,3.0,,,,,,,,
1108,,33.0,,12.0,,2.0,,,,7.0,1.0,,,,,,,,,
1109,4.0,27.0,3.0,12.0,,3.0,,2.0,1.0,6.0,,4.0,,,,,,,,
1110,1.0,28.0,8.0,10.0,,1.0,3.0,,,11.0,1.0,3.0,,,,,,,,
1111,1.0,19.0,3.0,8.0,,4.0,,1.0,,8.0,2.0,4.0,,,,,,,,
1112,1.0,17.0,1.0,11.0,,,,1.0,,4.0,,3.0,,,,,,,,
1113,1.0,26.0,4.0,7.0,,3.0,,1.0,3.0,2.0,,2.0,,,,,,,,
1114,3.0,27.0,5.0,13.0,,2.0,,2.0,1.0,9.0,,4.0,,,,,,,,
1115,2.0,23.0,3.0,12.0,,2.0,2.0,2.0,,3.0,1.0,3.0,,,,,,,,
1116,2.0,22.0,2.0,11.0,,1.0,,1.0,,9.0,,3.0,,,,,,,,
1117,1.0,16.0,4.0,11.0,,,,,,6.0,1.0,1.0,,,,,,,1.0,2.0
1118,2.0,15.0,3.0,7.0,,2.0,,,,3.0,,3.0,,,,,,,,
1119,,29.0,3.0,10.0,,1.0,,,1.0,10.0,,2.0,,,,,,,,
1120,1.0,26.0,1.0,11.0,,2.0,,1.0,,5.0,,1.0,,,,,,,,
1121,1.0,23.0,4.0,10.0,,5.0,,2.0,,1.0,,3.0,,,,,,,,
1122,3.0,23.0,2.0,6.0,,5.0,,,,2.0,2.0,2.0,,,,,,,,
1123,2.0,15.0,3.0,12.0,,,,1.0,1.0,8.0,,6.0,,,,,,,,
1124,2.0,18.0,4.0,11.0,,1.0,,1.0,,4.0,1.0,1.0,,,,,,,,
1125,2.0,16.0,5.0,5.0,1.0,,,,,4.0,,3.0,,,,,,,,1.0
1126,3.0,28.0,3.0,12.0,,1.0,,,1.0,10.0,1.0,3.0,,,,,,,,
1127,1.0,14.0,3.0,9.0,,1.0,,2.0,,3.0,,1.0,,,,,,,,
1128,,10.0,2.0,14.0,,1.0,,2.0,,5.0,,2.0,,,,,,,,
1129,1.0,21.0,2.0,11.0,1.0,1.0,,1.0,,5.0,,1.0,,,,,,,,1.0
1130,1.0,18.0,4.0,12.0,1.0,2.0,,,,5.0,,2.0,,,,,,,,
1131,4.0,17.0,2.0,9.0,,4.0,,,,10.0,1.0,,,,,,,,,
1132,1.0,15.0,4.0,9.0,,1.0,,,,3.0,1.0,1.0,,,,,,,,
1133,1.0,30.0,2.0,7.0,,,,1.0,,3.0,2.0,4.0,,,,,,,,
1134,1.0,24.0,4.0,8.0,,2.0,,,,3.0,,,,,,,,,,
1135,1.0,16.0,3.0,10.0,,1.0,,1.0,,8.0,,,,,,,,,,
1136,3.0,17.0,5.0,8.0,,2.0,,1.0,,7.0,1.0,2.0,,,,,,,,
1137,1.0,16.0,5.0,7.0,,2.0,,,,5.0,1.0,2.0,,,,,,,,
1138,2.0,18.0,1.0,11.0,,,,,,7.0,,1.0,,,,,,,,
1139,1.0,12.0,1.0,6.0,,1.0,1.0,,2.0,5.0,1.0,2.0,,,,,,,,
1140,,18.0,,7.0,,2.0,,,1.0,6.0,,1.0,,,,,,,,
1141,2.0,21.0,3.0,8.0,,4.0,,,,6.0,,2.0,,,,,,,,
1142,,18.0,3.0,5.0,1.0,1.0,,,1.0,,,3.0,,,,,,,,
1143,,16.0,6.0,1.0,,,,,1.0,3.0,,,,,,,,,,
1144,,16.0,3.0,5.0,,1.0,,,,3.0,2.0,2.0,,,,,,,,
1145,1.0,9.0,1.0,8.0,,,,,,4.0,2.0,1.0,,,,,,,,
1146,2.0,18.0,,3.0,,1.0,1.0,,1.0,5.0,4.0,,,,,,,,,
1147,2.0,16.0,2.0,3.0,,,,1.0,,2.0,,2.0,,,,,,,,
1148,,11.0,2.0,6.0,,2.0,,,1.0,7.0,1.0,1.0,,,,,,,,
1149,3.0,11.0,1.0,8.0,,1.0,,1.0,,6.0,,1.0,,,,,,,,
1150,2.0,11.0,2.0,9.0,,6.0,,,,4.0,,,,,,,,,,
1151,,13.0,3.0,5.0,,1.0,,,,3.0,,1.0,,,,,,,,
1152,,11.0,3.0,8.0,,,,,1.0,6.0,1.0,,,,,,,,,
1153,2.0,20.0,2.0,11.0,,,,,1.0,1.0,,,,,,,,1.0,,
1154,1.0,21.0,2.0,3.0,,,,2.0,,3.0,1.0,,,,,,,,,
1155,3.0,11.0,3.0,7.0,,2.0,,,,4.0,,1.0,,,,,,,,
1156,,11.0,5.0,11.0,,2.0,,,,4.0,1.0,,,,,,,,,
1157,3.0,14.0,5.0,3.0,,,,1.0,,4.0,,,,,,,,,,
1158,,9.0,,5.0,,,1.0,,,4.0,,2.0,,,,,,,,
1159,1.0,16.0,3.0,6.0,,,,,,3.0,,,,,,,,,,
1160,2.0,11.0,,2.0,,2.0,,,,6.0,2.0,1.0,,,,,,,,
1161,1.0,7.0,1.0,10.0,,,,,,12.0,,2.0,,,,,,,,
1162,,7.0,1.0,8.0,,1.0,,,,3.0,1.0,,,,,,,,,
1163,1.0,9.0,2.0,3.0,,2.0,,,,,,3.0,,,,,,,,
1164,2.0,8.0,3.0,7.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,
1165,1.0,11.0,1.0,2.0,,1.0,,1.0,,5.0,,2.0,,,,,,,,
1166,,12.0,,2.0,,,1.0,,,2.0,1.0,3.0,,,,,,,,
1167,1.0,7.0,1.0,3.0,,1.0,,,,2.0,1.0,,,,,,,,,
1168,1.0,7.0,,6.0,,,,1.0,1.0,,,2.0,,,,,,,,
1169,,12.0,3.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,
1170,1.0,7.0,1.0,3.0,,1.0,,1.0,,3.0,,,,,,,,,,
1171,,11.0,1.0,7.0,,,,,,4.0,,1.0,,,,,,,,
1172,,7.0,3.0,4.0,,2.0,,1.0,,5.0,,1.0,,,,,,,,
1173,,18.0,1.0,8.0,,,,1.0,2.0,3.0,,1.0,,,,,,,,
1174,1.0,4.0,,8.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,
1175,1.0,9.0,1.0,4.0,,,,1.0,,3.0,,3.0,,,,,,,,1.0
1176,1.0,6.0,1.0,8.0,,,1.0,,,1.0,,,,,,,,,,
1177,1.0,10.0,3.0,4.0,,,,1.0,,2.0,,,,,,,,,,
1178,,6.0,1.0,6.0,,,,,,1.0,,2.0,,,,,,,,
1179,,6.0,,4.0,,,,,,2.0,1.0,2.0,,,,,,,,
1180,,4.0,1.0,5.0,,,,1.0,1.0,5.0,,,,,,,,,,
1181,,8.0,1.0,2.0,,,1.0,,,3.0,,,,,,1.0,,,,
1182,1.0,9.0,2.0,7.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
1183,1.0,6.0,4.0,5.0,,1.0,,,1.0,4.0,,,,,,,,,,
1184,,6.0,2.0,4.0,,,,1.0,,3.0,,,,,,,,,,
1185,1.0,7.0,,4.0,,,,,,1.0,,1.0,,,,,,,,
1186,1.0,5.0,2.0,4.0,,,,,,2.0,,,,,,,,,,
1187,,10.0,,4.0,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,
1188,,13.0,,3.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,
1189,3.0,4.0,,2.0,,1.0,,,,,,1.0,,,,,,,,
1190,,8.0,,2.0,,1.0,,,,,,,,,,,,,,
1191,,9.0,2.0,5.0,,,,,,1.0,,2.0,,,,,,,,
1192,,10.0,,3.0,,3.0,,,,1.0,1.0,1.0,,,,,,,,
1193,1.0,2.0,,2.0,,,,,,2.0,,,,,,,,,,
1194,1.0,8.0,1.0,2.0,,,,,1.0,2.0,,1.0,,,,,,,,
1195,1.0,9.0,2.0,1.0,,,,,,3.0,,,,,,,,,,
1196,,1.0,1.0,3.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,
1197,1.0,5.0,1.0,4.0,1.0,,,,1.0,1.0,,,,,,,,,,
1198,,5.0,,1.0,,,,,,1.0,1.0,3.0,,,,,,,,
1199,3.0,2.0,1.0,2.0,,,,,,2.0,,,,,,,,,,
1200,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
1201,2.0,5.0,1.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,
1202,1.0,4.0,2.0,5.0,,,,,,3.0,1.0,,,,,,,,,
1203,1.0,4.0,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,
1204,,1.0,2.0,1.0,,1.0,,,,3.0,,2.0,,,,,,,,
1205,,6.0,1.0,3.0,,,,,,3.0,,1.0,,,,,,,,
1206,,4.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,,
1207,,3.0,2.0,2.0,,,,,,2.0,,,,,,,,,,
1208,1.0,9.0,1.0,,,,,,,5.0,,,,,,,,,,
1209,,6.0,1.0,2.0,,,,,,2.0,,,,,,,,,,
1210,,5.0,,2.0,,,,1.0,,,,,,,,,,,,
1211,,8.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,,
1212,,6.0,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,
1213,,6.0,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,
1214,,3.0,,1.0,,,,1.0,,,2.0,,,,,,,,,
